ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Gene.ID	Chromosome.location	GO.Function	GO.Process	GO.Component	GO.Function.ID	GO.Process.ID	GO.Component.ID	
1415847_at	0.066687692529686	0.000102906618199677	7.176546728395	1.68660634866043	1.95118683857139	Ldhc	lactate dehydrogenase C	16833	7 30.6 cM	L-lactate dehydrogenase activity///catalytic activity///oxidoreductase activity///oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor///protein binding	ATP biosynthetic process///carbohydrate metabolic process///cellular carbohydrate metabolic process///glycolytic process///lactate biosynthetic process from pyruvate///lactate oxidation///oxidation-reduction process///pyruvate metabolic process///sperm motility	cilium///cytoplasm///extracellular vesicular exosome///motile cilium///nucleus	GO:0004459///GO:0003824///GO:0016491///GO:0016616///GO:0005515	GO:0006754///GO:0005975///GO:0044262///GO:0006096///GO:0019244///GO:0019516///GO:0055114///GO:0006090///GO:0030317	GO:0005929///GO:0005737///GO:0070062///GO:0031514///GO:0005634	
1418580_at	0.066687692529686	0.000105806828165214	-7.14779443535523	1.66360698323951	-1.68475280388202	Rtp4	receptor transporter protein 4	67775	16	molecular_function	detection of chemical stimulus involved in sensory perception of bitter taste///protein targeting to membrane	cytoplasm///integral component of membrane///membrane	GO:0003674	GO:0001580///GO:0006612	GO:0005737///GO:0016021///GO:0016020	
1421008_at	0.0700934208663552	0.00011429954041671	-7.06838260116358	1.59951742523609	-1.65175233190541	Rsad2	radical S-adenosyl methionine domain containing 2	58185	12 A3	4 iron, 4 sulfur cluster binding///catalytic activity///iron-sulfur cluster binding///metal ion binding///protein binding///protein self-association	CD4-positive, alpha-beta T cell activation///CD4-positive, alpha-beta T cell differentiation///defense response to virus///defense response to virus///immune system process///innate immune response///negative regulation of protein secretion///negative regulation of viral genome replication///negative regulation of viral genome replication///ossification///positive regulation of T-helper 2 cell cytokine production///positive regulation of toll-like receptor 7 signaling pathway///positive regulation of toll-like receptor 9 signaling pathway///regulation of ossification///response to virus///response to virus	endoplasmic reticulum///endoplasmic reticulum membrane///lipid particle///membrane///mitochondrial inner membrane///mitochondrial outer membrane///mitochondrion	GO:0051539///GO:0003824///GO:0051536///GO:0046872///GO:0005515///GO:0043621	GO:0035710///GO:0043367///GO:0051607///GO:0051607///GO:0002376///GO:0045087///GO:0050709///GO:0045071///GO:0045071///GO:0001503///GO:2000553///GO:0034157///GO:0034165///GO:0030278///GO:0009615///GO:0009615	GO:0005783///GO:0005789///GO:0005811///GO:0016020///GO:0005743///GO:0005741///GO:0005739	
1421571_a_at	0.0711873728914523	0.000119220809602256	-7.02530779871714	1.56440262132466	-0.864756465446607	Ly6c2///Ly6c1	lymphocyte antigen 6 complex, locus C2///lymphocyte antigen 6 complex, locus C1	100041546///17067	15///15 34.29 cM			anchored component of membrane///membrane///plasma membrane///anchored component of membrane///external side of plasma membrane///membrane///plasma membrane			GO:0031225///GO:0016020///GO:0005886///GO:0031225///GO:0009897///GO:0016020///GO:0005886	
1425701_a_at	0.0787718939535411	0.000135454476295799	-6.89606942121004	1.4575439627855	-1.87598026006457	Rgs3	regulator of G-protein signaling 3	50780	4 33.19 cM	GTPase activator activity///GTPase activator activity	G-protein coupled receptor signaling pathway///negative regulation of signal transduction///positive regulation of GTPase activity///regulation of G-protein coupled receptor protein signaling pathway///signal transduction///termination of G-protein coupled receptor signaling pathway	cytoplasm///cytoplasm///membrane///nucleus///plasma membrane///plasma membrane	GO:0005096///GO:0005096	GO:0007186///GO:0009968///GO:0043547///GO:0008277///GO:0007165///GO:0038032	GO:0005737///GO:0005737///GO:0016020///GO:0005634///GO:0005886///GO:0005886	
1416295_a_at	0.0787718939535411	0.000139807612105149	-6.86432366901474	1.43094675269187	-1.05262968510864	Il2rg	interleukin 2 receptor, gamma chain	16186	X 43.9 cM	cytokine receptor activity///interleukin-2 binding///interleukin-2 binding///interleukin-7 binding	positive regulation of B cell differentiation///positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation///positive regulation of T cell differentiation in thymus///positive regulation of gene expression///positive regulation of lymphocyte differentiation///regulation of gene expression	cell surface///external side of plasma membrane///integral component of membrane///membrane	GO:0004896///GO:0019976///GO:0019976///GO:0019982	GO:0045579///GO:0032831///GO:0033089///GO:0010628///GO:0045621///GO:0010468	GO:0009986///GO:0009897///GO:0016021///GO:0016020	
1421182_at	0.0787718939535411	0.000142337930898862	-6.84637073312369	1.41584395329266	-0.872712399701051	Clec1b	C-type lectin domain family 1, member b	56760	6	carbohydrate binding///transmembrane signaling receptor activity	cell surface receptor signaling pathway///platelet formation///signal transduction	integral component of membrane///integral component of plasma membrane///membrane	GO:0030246///GO:0004888	GO:0007166///GO:0030220///GO:0007165	GO:0016021///GO:0005887///GO:0016020	
1418536_at	0.0818265460905804	0.000151463857902353	-6.7844415563731	1.3634034758636	-1.1497004913708	H2-Q7	histocompatibility 2, Q region locus 7	15018	17 18.67 cM	T cell receptor binding///TAP binding///beta-2-microglobulin binding///peptide antigen binding///peptide antigen binding///peptide binding///poly(A) RNA binding///protein heterodimerization activity///receptor binding///receptor binding	antigen processing and presentation///antigen processing and presentation of peptide antigen via MHC class I///immune response///immune system process///positive regulation of T cell mediated cytotoxicity	Golgi apparatus///Golgi medial cisterna///MHC class I protein complex///cell surface///endoplasmic reticulum///endoplasmic reticulum exit site///extracellular vesicular exosome///integral component of membrane///membrane///plasma membrane	GO:0042608///GO:0046977///GO:0030881///GO:0042605///GO:0042605///GO:0042277///GO:0044822///GO:0046982///GO:0005102///GO:0005102	GO:0019882///GO:0002474///GO:0006955///GO:0002376///GO:0001916	GO:0005794///GO:0005797///GO:0042612///GO:0009986///GO:0005783///GO:0070971///GO:0070062///GO:0016021///GO:0016020///GO:0005886	
1437503_a_at	0.0842297006519629	0.000160574008103173	-6.72661378431217	1.31395237914644	-1.030024548095	Shisa5	shisa homolog 5 (Xenopus laevis)	66940	9	WW domain binding///signal transducer activity	apoptotic process///intrinsic apoptotic signaling pathway by p53 class mediator///intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator///positive regulation of I-kappaB kinase/NF-kappaB signaling///signal transduction	endoplasmic reticulum///extracellular vesicular exosome///integral component of membrane///intracellular///membrane///nuclear envelope///nucleus	GO:0050699///GO:0004871	GO:0006915///GO:0072332///GO:0042771///GO:0043123///GO:0007165	GO:0005783///GO:0070062///GO:0016021///GO:0005622///GO:0016020///GO:0005635///GO:0005634	
1426537_at	0.0842297006519629	0.000166602020849111	6.69031440507601	1.28267057877734	1.30707713645897	Ice2	interactor of little elongation complex ELL subunit 2	93697	9		positive regulation of transcription from RNA polymerase III promoter///snRNA transcription from RNA polymerase II promoter///snRNA transcription from RNA polymerase III promoter	Cajal body///histone locus body///nucleus///transcription elongation factor complex///transcriptionally active chromatin		GO:0045945///GO:0042795///GO:0042796	GO:0015030///GO:0035363///GO:0005634///GO:0008023///GO:0035327	
1424857_a_at	0.0842297006519629	0.000167850356578276	-6.68297911512386	1.2763265701627	-1.23180675809142	Trim34a	tripartite motif-containing 34A	94094	7 F1	metal ion binding///zinc ion binding		intracellular	GO:0046872///GO:0008270		GO:0005622	
1450696_at	0.0842297006519629	0.000170760962097413	-6.66610840551303	1.26170674405614	-1.01232429839731	Psmb9	proteasome (prosome, macropain) subunit, beta type 9 (large multifunctional peptidase 2)	16912	17 17.98 cM	endopeptidase activity///hydrolase activity///peptidase activity///threonine-type endopeptidase activity	antigen processing and presentation///antigen processing and presentation///immune system process///proteolysis///proteolysis involved in cellular protein catabolic process	cytoplasm///extracellular vesicular exosome///nucleus///proteasome complex///proteasome core complex///spermatoproteasome complex	GO:0004175///GO:0016787///GO:0008233///GO:0004298	GO:0019882///GO:0019882///GO:0002376///GO:0006508///GO:0051603	GO:0005737///GO:0070062///GO:0005634///GO:0000502///GO:0005839///GO:1990111	
1418825_at	0.0921215588934028	0.000190820329131332	-6.55786437431148	1.16693611515863	-1.10298416121352	Irgm1	immunity-related GTPase family M member 1	15944	11	GTP binding///hydrolase activity///hydrolase activity, acting on acid anhydrides///nucleotide binding	autophagy///defense response///immune system process///innate immune response	Golgi apparatus///cell projection///cytoplasmic vesicle///endoplasmic reticulum///endosome///late endosome///lysosome///membrane///plasma membrane	GO:0005525///GO:0016787///GO:0016817///GO:0000166	GO:0006914///GO:0006952///GO:0002376///GO:0045087	GO:0005794///GO:0042995///GO:0031410///GO:0005783///GO:0005768///GO:0005770///GO:0005764///GO:0016020///GO:0005886	
1438676_at	0.0921647710652004	0.000194971750159966	-6.53703796623393	1.1485083327514	-1.76621002979575	Gbp6	guanylate binding protein 6	100702	5	molecular_function	adhesion of symbiont to host///cellular response to interferon-beta///cellular response to interferon-gamma///cellular response to lipopolysaccharide///defense response to Gram-positive bacterium///defense response to Gram-positive bacterium///defense response to bacterium///defense response to protozoan///immune response	cytoplasmic vesicle///extracellular vesicular exosome///symbiont-containing vacuole membrane	GO:0003674	GO:0044406///GO:0035458///GO:0071346///GO:0071222///GO:0050830///GO:0050830///GO:0042742///GO:0042832///GO:0006955	GO:0031410///GO:0070062///GO:0020005	
1427494_at	0.0943983585345324	0.000204231364720422	-6.49230234417402	1.10871178590022	-0.972500374346041	Hoxb7	homeobox B7	15415	11 59.82 cM	DNA binding///sequence-specific DNA binding///sequence-specific DNA binding transcription factor activity	anterior/posterior pattern specification///anterior/posterior pattern specification///embryonic skeletal system morphogenesis///embryonic skeletal system morphogenesis///multicellular organismal development///myeloid cell differentiation///positive regulation of branching involved in ureteric bud morphogenesis///regulation of transcription, DNA-templated///transcription, DNA-templated	cytoplasm///nucleus	GO:0003677///GO:0043565///GO:0003700	GO:0009952///GO:0009952///GO:0048704///GO:0048704///GO:0007275///GO:0030099///GO:0090190///GO:0006355///GO:0006351	GO:0005737///GO:0005634	
1424749_at	0.0943983585345324	0.000210099708215064	-6.46509786958266	1.08436788756148	-1.03473084389002	Wdfy1	WD repeat and FYVE domain containing 1	69368	1 C4	1-phosphatidylinositol binding///metal ion binding	biological_process	cytosol///early endosome///nucleus	GO:0005545///GO:0046872	GO:0008150	GO:0005829///GO:0005769///GO:0005634	
1453196_a_at	0.0943983585345324	0.000212177888288284	-6.45566491209273	1.0759014655968	-2.78774233739952	Oasl2	2'-5' oligoadenylate synthetase-like 2	23962	5	2'-5'-oligoadenylate synthetase activity///ATP binding///RNA binding///double-stranded RNA binding///metal ion binding///nucleotide binding///nucleotidyltransferase activity///transferase activity	defense response to virus///immune response///immune system process///innate immune response///purine nucleotide biosynthetic process///response to virus	cellular_component	GO:0001730///GO:0005524///GO:0003723///GO:0003725///GO:0046872///GO:0000166///GO:0016779///GO:0016740	GO:0051607///GO:0006955///GO:0002376///GO:0045087///GO:0006164///GO:0009615	GO:0005575	
1421550_a_at	0.0952096309692624	0.000218197479524092	-6.42890820694768	1.05181509986589	-1.33016645522996	LOC640746///Trim34a	tripartite motif-containing protein 34-like///tripartite motif-containing 34A	640746///94094	7 F1	metal ion binding///zinc ion binding		intracellular	GO:0046872///GO:0008270		GO:0005622	
